% Model:              
% Version:            COMSOL 4.4.0.248
% Date:               Dec 8 2014, 21:41
% Dimension:          2
% Nodes:              6582
% Expressions:        3
% Description:        Velocity field, x component, Velocity field, y component, Vorticity field, z component
% Length unit:        m
% x                       y                        u (m/s)                  v (m/s)                  spf.vorticityz (1/s)
-1.7630166704572738       -0.8798176805958648      -1.7596353611898572      -2.6705183792245464E-13  -2.0000000000130718
-1.7870380674316817       -0.8507976932420669      -1.7015953864820397      -3.9049238857511745E-13  -2.000000000009922
-1.8037204198998265       -0.8149030976824265      -1.6298061953625147      -5.633159228998231E-13   -2.0000000000072062
-1.8274140520667546       -0.7804105984979088      -1.5608211969933605      -7.428682161517454E-13   -2.0000000000073093
-1.85965072228946         -0.7440177381403017      -1.4880354762781385      -9.397605814224132E-13   -2.0000000000037894
-1.8764277123900364       -0.698872830952963       -1.3977456619034063      -1.1981614242316046E-12  -2.0000000000020837
-1.567417420337157        -0.9871526604385671      -1.9743053208767856      -3.868397030962919E-15   -2.0000000000258797
-1.541510303010169        -0.9871567121851323      -1.974313424369901       -3.815479088278201E-15   -2.000000000026919
-1.515603185683181        -0.9941665834806436      -1.9883331669611128      -8.069369415392196E-16   -2.0000000000290705
-1.4896960683561926       -0.9941738803354065      -1.9883477606706323      -7.779613376402579E-16   -2.0000000000302967
-1.4637889510292048       -0.994176907995959       -1.9883538159917309      -8.224108527309195E-16   -2.0000000000313825
-1.515603185683181        -0.9871664836574159      -1.9743329673144538      -3.7371946859460085E-15  -2.0000000000279545
-1.4378818337022166       -0.994174177090992       -1.9883483541817903      -7.950107661814668E-16   -2.0000000000323874
-1.8090526876448219       0.9323534366665344       1.8647068733323346       -5.613200627538721E-14   -2.0000000000096585
-1.8329320854969815       0.9321480606000074       1.8642961211993179       -5.7539167246646E-14     -2.0000000000095453
-1.8464997083070203       0.9085612677394199       1.8171225354779648       -1.0120766607538175E-13  -2.000000000008454
-1.8713774412370072       0.9030664221341277       1.8061328442673892       -1.1299048899186713E-13  -2.0000000000080123
-1.8956343834887603       0.8820157218730459       1.7640314437451354       -1.6332502925351198E-13  -2.0000000000068034
-2.1002039862491637       0.7034270363205318       1.406854072640142        -7.075617883279928E-13   -2.0000000000023173
-2.071140072211406        0.744858951211297        1.4897179024216443       -5.718805257736521E-13   -2.0000000000029985
-2.040434979138215        0.7754724198151737       1.5509448396293637       -4.751367251801802E-13   -2.0000000000036176
-1.9190983554328722       0.8661736081325687       1.7323472162641445       -2.0442660621954369E-13  -2.000000000005675
-1.940064512342319        0.8454653413713007       1.6909306827415558       -2.631819939796801E-13   -2.0000000000047495
-1.9630889597077208       0.833146842219788        1.6662936844385425       -2.993697289959438E-13   -2.000000000004299
-1.9833988970336893       0.8088255863053024       1.617651172609534        -3.7642392099883915E-13  -2.0000000000039044
-2.003363362717514        0.7746290112246039       1.5492580224480852       -4.939007533612308E-13   -2.0000000000037916
-2.137495763036626        0.6237545568892299       1.2475091137775864       -9.769176011519339E-13   -2.0000000000027143
-2.0947397712073945       0.6558009173739565       1.311601834746899        -9.048229376474933E-13   -2.0000000000023173
-2.1205880428409407       0.5674945434188594       1.134989086836737        -1.2402766234656425E-12  -2.000000000002287
-1.5136271748143237       1                        2                        8.957980612688614E-32    -2.0000000000186446
-2.1080515434689246       0.5099847649264206       1.019969529851791        -1.5103814256792468E-12  -2.0000000000017684
-1.4876673645121263       1                        2                        1.2975525934949835E-30   -2.000000000018935
-2.103639823160974        0.4555068183162088       0.9110136366313579       -1.7535665135232604E-12  -2.000000000001073
-2.106333704924972        0.24611525935762657      0.49223051871443113      -2.548100052464699E-12   -2.000000000000389
-2.0947314140121365       0.3933329863778714       0.7866659727546841       -2.0329974867700592E-12  -2.000000000001073
-2.106116929097225        0.31944156993590095      0.6388831398708675       -2.293493232143285E-12   -2.000000000000319
-2.0431709415180435       -0.4203963348724105      -0.8407926697434855      -2.5178667959836385E-12  -1.9999999999997062
-1.981083747315534        -0.5162665774279752      -1.0325331548540655      -2.161383506571732E-12   -1.999999999999887
-1.9316925619087828       -0.5509384278329235      -1.1018768556636274      -2.0272269027277984E-12  -1.9999999999985556
-1.9837327015501693       -0.45711164015467226     -0.9142232803076283      -2.4528629179852776E-12  -1.9999999999980151
-2.0451882080825943       -0.35128613075746407     -0.7025722615138273      -2.7856171794430565E-12  -1.9999999999987512
-2.0484862157706973       -0.2797916702765849      -0.559583340552347       -2.9999258038035398E-12  -1.9999999999987512
-2.048469926158503        -0.21013244188070565     -0.42026488376086735     -3.151883386816603E-12   -1.999999999998444
-2.0485273497032863       -0.13992838743429376     -0.2798567748683298      -3.2396333009929014E-12  -1.999999999998444
-2.048464249319675        -0.06995090404702083     -0.13990180809406322     -3.263187580493241E-12   -1.9999999999995257
-2.048375132277859        -2.3755642147138474E-4   -4.751128432278421E-4    -3.2257133939750397E-12  -1.999999999998639
-2.048544945813898        0.0688695476518917       0.13773909530325856      -3.132020996246957E-12   -1.9999999999998497
-2.0492039298188667       0.13688687768342872      0.27377375536612353      -2.989300518775734E-12   -1.999999999999539
-2.04963282554359         0.20528466835406167      0.4105693367072082       -2.8018951120726615E-12  -1.999999999999539
-1.6434262263253123       0.99406177144683         1.9881235428935635       -4.1699474772502965E-16  -2.0000000000158478
-1.617466416023115        0.9940669556445879       1.9881339112890761       -4.248400757953847E-16   -2.000000000016425
-1.6693860366275102       0.9869561555018518       1.9739123110035024       -2.057634694732379E-15   -2.0000000000146567
-1.6434262263253123       0.9869358971830259       1.9738717943658428       -1.9388640066896243E-15  -2.0000000000149165
-1.7108263474094105       0.974856484605479        1.9497129692106032       -7.747716104085834E-15   -2.000000000013379
-1.334253364394264        -1                       -2                       -8.506999972601032E-32   -2.0000000000372893
-1.6851008546064705       0.9748684128774747       1.9497368257545797       -7.542459316279454E-15   -2.0000000000135167
-1.3083462470672758       -1                       -2                       -2.8344483735483035E-31  -2.000000000038085
-1.78188165532035         0.9339236438458504       1.8678472876909402       -5.338300421181217E-14   -2.00000000001073
-1.7950759250364132       0.9089559123304515       1.8179118246599268       -9.815694178733807E-14   -2.0000000000096203
-1.7488302969423823       0.9576976080230849       1.9153952160456282       -2.2164237327936702E-14  -2.000000000011106
-1.7591114662044558       0.9340509212179174       1.8681018424350404       -5.1782301391464156E-14  -2.000000000011106
-1.7221020160117806       0.957004443828115        1.914008887655654        -2.2138558232730248E-14  -2.0000000000115925
-1.5915066057209168       0.9940826955941797       1.9881653911882569       -3.4947917970279716E-16  -2.000000000016825
-1.5655467954187197       0.9940969339199878       1.9881938678398705       -3.3207025555613244E-16  -2.0000000000173075
-1.8931335807990224       -0.6418484196740405      -1.2836968393455732      -1.529864995470479E-12   -2.0000000000020837
-1.8846797145373877       -0.5861408045991209      -1.1722816091957051      -1.8585691728520993E-12  -1.9999999999985556
-1.7352247079265755       -0.8829875204614145      -1.7659750409208868      -2.5614244031869927E-13  -2.0000000000139497
-1.7012424387130156       -0.908694731238544       -1.81738946247539        -1.6328965680208622E-13  -2.000000000016922
-1.7131737406322676       -0.8855370782559016      -1.7710741565098094      -2.471221178312072E-13   -2.0000000000147793
-1.6626297196192725       -0.9371746652490281      -1.8743493304967334      -8.2195676838288E-14     -2.000000000019099
-1.6760311511896406       -0.9083536724102668      -1.8167073448187459      -1.6528234030047185E-13  -2.000000000017319
-1.57993280694642         -0.9732072331754105      -1.9464144663501262      -1.5983699549590748E-14  -2.0000000000239186
-1.62486606548465         -0.9580837464115779      -1.916167492822176       -3.822932968912827E-14   -2.0000000000212967
-1.6344347895494833       -0.9363723175630266      -1.8727446351246462      -8.39600811607717E-14    -2.0000000000207567
-1.5973559264791721       -0.9575859498171996      -1.9151718996333602      -3.8739580674386914E-14  -2.00000000002163
-1.748085578877269        -0.8546523704096533      -1.709304740817077       -3.7644713772645633E-13  -2.0000000000101856
-1.7666033557106817       -0.8208781995778321      -1.6417563991531858      -5.37031796182414E-13    -2.000000000008516
-1.7878562228974608       -0.7799883003803236      -1.5599766007579696      -7.527302324114888E-13   -2.0000000000078395
-1.8115122618215724       -0.7406360910397348      -1.4812721820767116      -9.727381721917248E-13   -2.000000000003631
-1.8350579602229615       -0.7080564791084116      -1.4161129582140852      -1.158092654492829E-12   -2.0000000000022786
-1.8412967801576583       -0.6671302206826313      -1.3342604413624741      -1.400224468252493E-12   -2.0000000000022786
-1.5532665438637503       -0.9737305748405525      -1.947461149680393       -1.5572955943649988E-14  -2.0000000000253046
-1.527771533806652        -0.9733869911234678      -1.9467739822461856      -1.559677541259673E-14   -2.000000000025661
-1.4896960683561926       -0.9871825367378944      -1.9743650734753966      -3.581171756788293E-15   -2.0000000000285585
-1.4637889510292048       -0.9871891975911099      -1.974378395181814       -3.706341683064968E-15   -2.0000000000300986
-1.4378818337022166       -0.9871831896001824      -1.9743663791999446      -3.5467289923523486E-15  -2.000000000030869
-1.501231350122298        -0.9734074880387816      -1.9468149760767846      -1.524862788701182E-14   -2.000000000026619
-1.4119747163752283       -0.9941753057386665      -1.988350611477133       -7.289123199425152E-16   -2.0000000000333644
-1.4119747163752283       -0.9871856726250663      -1.9743713452496994      -3.3390116504777538E-15  -2.0000000000315685
-1.38606759904824         -0.9941859234001945      -1.9883718468001836      -7.108920202586288E-16   -2.000000000034296
-1.8214320662124914       0.901293740077102        1.802587480153215        -1.1477126346373407E-13  -2.0000000000088107
-1.844807580022604        0.8818208378797875       1.7636416757584896       -1.6210912544619748E-13  -2.000000000007774
-1.8696571522887482       0.8694402899797595       1.738880579958411        -1.9572982409748445E-13  -2.0000000000060596
-1.8888114820854565       0.8488454558506416       1.6976909117001013       -2.5487369680019056E-13  -2.0000000000056084
-2.0475322419783284       0.6936897626644434       1.3873795253277346       -7.916585944516807E-13   -2.0000000000023173
-2.011062658900456        0.7327109131193519       1.4654218262374892       -6.534350857190406E-13   -2.0000000000026232
-1.9121775820534617       0.8300413831804575       1.6600827663597018       -3.1333600035223386E-13  -2.000000000004905
-1.461707554209929        1                        2                        4.061342430604434E-32    -2.0000000000191562
-1.9397483153060309       0.8058975463729141       1.6117950927445928       -3.9313007627315587E-13  -2.000000000004905
-1.435747743907731        1                        2                        1.1516586661673301E-30   -2.0000000000193268
-1.9675904865889946       0.7670795425480073       1.5341590850947304       -5.31954535191789E-13    -2.0000000000039964
-2.0770707340111305       0.6020412758689436       1.2040825517367397       -1.1563454396564885E-12  -2.0000000000021565
-2.034777390962321        0.6398887005233316       1.2797774010453697       -1.0329795986321984E-12  -2.000000000002631
-2.0623347453254115       0.5461762532557219       1.0923525065101984       -1.4232932558777733E-12  -2.0000000000021565
-2.0463699052937696       0.4893776448841859       0.9787552897670513       -1.6992566296352195E-12  -2.000000000001219
-2.0451097033185754       0.43799708217364824      0.8759941643459935       -1.9282307103184676E-12  -2.000000000001073
-2.039864999164334        0.38988681441635054      0.7797736288314188       -2.138545361437359E-12   -2.0000000000007794
-2.0505752543163007       0.27670013362717216      0.5534002672532765       -2.564991318781502E-12   -2.000000000000319
-2.0514294064572534       0.3407627953108818       0.6815255906205907       -2.323518348538612E-12   -2.000000000000319
-1.982029076164119        -0.3890890250267238      -0.7781780500519672      -2.750615905194795E-12   -1.9999999999980151
-1.8863929639473942       -0.5287220166742985      -1.057444033346182       -2.172132893681045E-12   -1.9999999999985556
-1.9295750053434517       -0.49147142588419396     -0.9829428517663025      -2.3413019162466395E-12  -1.999999999996701
-1.9231698288306385       -0.432312687629886       -0.8646253752578708      -2.6214147565263885E-12  -1.9999999999952607
-1.987808773706606        -0.31835573329087774     -0.6367114665805975      -2.992683468120213E-12   -1.9999999999980964
-1.9911366292389676       -0.2458156749186088      -0.4916313498364055      -3.1770502118067764E-12  -1.999999999996638
-1.9920939903513153       -0.17489849131613702     -0.34979698263180553     -3.2920853018740864E-12  -1.9999999999976292
-1.9919477791940743       -0.10479663961433922     -0.2095932792285458      -3.3413430258133384E-12  -1.9999999999966585
-1.9919157966397036       -0.035052633428734825    -0.07010526685765824     -3.3279198660302632E-12  -1.9999999999966585
-1.9920762324735843       0.03376660069025674      0.06753320138002954      -3.257432846516767E-12   -1.9999999999961715
-1.2824391297402875       -1                       -2                       4.401327133465693E-31    -2.000000000038881
-1.2565320124132997       -1                       -1.9999999999999998      -3.382573113731704E-30   -2.0000000000396625
-1.2306248950863115       -1                       -1.9999999999999998      -3.983418045025307E-30   -2.0000000000401776
-1.9929495504380634       0.10099666724440064      0.20199333448805712      -3.137823611413193E-12   -1.9999999999961715
-1.993464117973095        0.16795519807111348      0.33591039614125434      -2.9743705320677852E-12  -1.999999999997112
-1.9932855380372754       0.2348435856366114       0.4696871712720538       -2.7723333025102315E-12  -1.999999999997112
-1.617466416023115        0.9869473024180935       1.9738946048359707       -1.827375044881513E-15   -2.0000000000156155
-1.5915066057209168       0.9869819303071954       1.9739638606141687       -1.6309331857412532E-15  -2.0000000000161653
-1.2047177777593232       -1                       -1.9999999999999998      -3.779697233275574E-30   -2.0000000000406604
-1.178810660432335        -1                       -2                       -1.127198541047098E-30   -2.0000000000411546
-1.1529035431053467       -1                       -1.9999999999999998      -8.133641500845566E-31   -2.000000000041379
-1.656463099673674        0.972846142379442        1.9456922847584688       -8.184353473553487E-15   -2.000000000013797
-1.6300946447481355       0.9731932738239445       1.946386547647464        -7.710042015021014E-15   -2.000000000014844
-1.7928408510957388       0.8808312448435257       1.7616624896858297       -1.6037054565895137E-13  -2.0000000000083844
-1.6700335280821776       0.9573962913880232       1.914792582775426        -2.0068720043386722E-14  -2.0000000000125406
-1.6935529624875172       0.9571189744749212       1.91423794894924         -2.1228325616833367E-14  -2.0000000000125406
-1.7716865988955877       0.9011062442797512       1.8022124885584057       -1.1163660441595684E-13  -2.0000000000097025
-1.734432197224799        0.9358117766033135       1.8716235532058167       -4.803943365884479E-14   -2.0000000000112617
-1.744467542829179        0.9091883669294978       1.8183767338579235       -9.364684484126073E-14   -2.0000000000103153
-1.7062012610026542       0.9333616590316293       1.8667233180623808       -4.926685540185997E-14   -2.0000000000122515
-1.5655467954187197       0.9870132546239732       1.9740265092477185       -1.5327244344526102E-15  -2.0000000000164526
-1.5395869851165216       0.9941004921576385       1.9882009843151693       -3.2361269493639824E-16  -2.000000000017731
-1.5395869851165216       0.9870210827468047       1.9740421654933762       -1.4125060641134472E-15  -2.0000000000169416
-1.5136271748143237       0.994095288077085        1.98819057615406         -2.1682833811428418E-16  -2.0000000000180194
-1.842268811704137        -0.6173833974527381      -1.234766794902671       -1.6906868604896025E-12  -1.9999999999984355
-1.8403082614622808       -0.5626419834509332      -1.125283966899125       -1.9948981629597796E-12  -1.9999999999969786
-1.843399937029067        -0.515846932138299       -1.031693864274006       -2.236294593226491E-12   -1.9999999999967313
-1.7173381724098482       -0.8591013104761249      -1.7182026209499337      -3.5709855405921224E-13  -2.0000000000108797
-1.6882668400338887       -0.8780301397787075      -1.7560602795552167      -2.7634178375178967E-13  -2.0000000000149223
-1.6495388431725955       -0.9115995010609901      -1.8231990021201612      -1.5480233764816397E-13  -2.0000000000176335
-1.6625173881834157       -0.8845661851173403      -1.7691323702324766      -2.5155138530554514E-13  -2.000000000015777
-1.5659786298198697       -0.9553691222673146      -1.9107382445334844      -4.226645588394529E-14   -2.0000000000220046
-1.608776911088217        -0.9361076972882799      -1.8722153945750835      -8.401353303759484E-14   -2.00000000002163
-1.6230372627574725       -0.9096232138757107      -1.8192464277494818      -1.5970269809846519E-13  -2.000000000019138
-1.582473285128366        -0.9347745098602065      -1.8695490197188442      -8.627110720453495E-14   -2.00000000002163
-1.7290657303740895       -0.8277184165687945      -1.6554368331349876      -5.047486220109471E-13   -2.000000000008516
-1.7444317741920874       -0.7887730942908725      -1.5775461885788893      -7.068925765329818E-13   -2.000000000008516
-1.7664120046434346       -0.739918712845192       -1.4798374256873617      -9.789541744788342E-13   -2.0000000000032414
-1.7932631654826334       -0.6907126776643134      -1.381425355325593       -1.2656555761249957E-12  -2.0000000000011733
-1.8022875810765129       -0.6408151385999422      -1.281630277196848       -1.5554477334469668E-12  -2.000000000001124
-1.538889158092557        -0.9554357073517313      -1.910871414702271       -4.26371429185362E-14    -2.000000000023734
-1.511081913737107        -0.9586554759710159      -1.917310951940871       -3.529851566596514E-14   -2.000000000023734
-1.4732629102495618       -0.9753944662109283      -1.9507889324211045      -1.278799579070113E-14   -2.0000000000280065
-1.4492890710906428       -0.9728879807129543      -1.945775961425059       -1.5081576988242392E-14  -2.0000000000283396
-1.42218125322781         -0.9748047410290616      -1.9496094820573042      -1.2706563081436172E-14  -2.0000000000290337
-1.4899724889010937       -0.958658974531968       -1.9173179490627417      -3.4371873737331665E-14  -2.0000000000245555
-1.38606759904824         -0.9872090314804279      -1.974418062960411       -3.279345956867973E-15   -2.0000000000328866
-1.3955054708117884       -0.9754633205519256      -1.950926641103028       -1.1452984308277355E-14  -2.000000000030611
-1.3601604817212518       -0.9941965378073484      -1.988393075614486       -6.613066000445114E-16   -2.000000000035247
-1.3601604817212518       -0.9872323831761665      -1.9744647663518766      -3.0478143214704187E-15  -2.0000000000337255
-1.334253364394264        -0.9941938292310537      -1.9883876584618911      -6.62648563334207E-16    -2.0000000000362093
-1.409787933605533        1                        2                        -5.501533763182044E-31   -2.000000000019511
-1.8149606257156292       0.8644904090837298       1.7289808181661688       -2.0465489242510984E-13  -2.0000000000067564
-1.3838281233033358       1                        2                        -5.712113469223555E-32   -2.0000000000194404
-1.8409649464648694       0.8508998343663662       1.7017996687314212       -2.457271648117716E-13   -2.000000000005778
-1.8628462261588317       0.8364407384585407       1.6728814769157474       -2.916979167656033E-13   -2.0000000000060347
-1.880341991517557        0.8149008620892746       1.6298017241771525       -3.6348913075123675E-13  -2.0000000000046545
-1.9966114869174394       0.6840566693212156       1.3681133386410436       -8.636960268963827E-13   -2.0000000000026232
-1.9596328075448177       0.720225214387896        1.4404504287743327       -7.223825816508033E-13   -2.0000000000026232
-1.9008253242274438       0.7864179668165089       1.5728359336315576       -4.652434577793711E-13   -2.000000000004905
-1.9294162067567737       0.7565180944127725       1.513036188824076        -5.787079146014139E-13   -2.0000000000038978
-2.0177611144999994       0.5854775906659787       1.1709551813305306       -1.291282600743585E-12   -2.000000000000887
-1.980425117552254        0.6303090958672507       1.2606181917329509       -1.10935889277863E-12    -2.000000000001982
-2.00093196423774         0.525299931302814        1.0505998626040989       -1.5790939599480411E-12  -2.000000000000887
-1.9995245478370103       0.4121104975198407       0.8242209950382037       -2.084389361254248E-12   -1.9999999999993627
-1.9826624836606141       0.46103109316533536      0.9220621863290758       -1.8824107541197196E-12  -1.9999999999993627
-1.9921943940650575       0.36288313471342587      0.725766269425408        -2.2970232077603586E-12  -1.9999999999991693
-1.988444378619299        0.30118348463555267      0.6023669692697605       -2.541216284572098E-12   -1.9999999999994056
-1.9199777758786867       -0.3595055219539091      -0.7190110439062408      -2.907267037967061E-12   -1.9999999999943743
-1.8679348369026074       -0.4700260616210622      -0.9400521232398195      -2.4627577335204666E-12  -1.9999999999945908
-1.8666851045899733       -0.4110826221795485      -0.8221652443570636      -2.706832089986272E-12   -1.9999999999945908
-1.9336253568944928       -0.2811465245586201      -0.5622930491161168      -3.1319587413494494E-12  -1.9999999999943743
-1.9349202537563723       -0.20946898297165484     -0.4189379659425851      -3.2713313078833312E-12  -1.9999999999936426
-1.9352700996993666       -0.13917178994842103     -0.2783435798965102      -3.3419320622778718E-12  -1.9999999999936426
-1.9354151894511          -0.0697774840490724      -0.1395549680981899      -3.349767403523268E-12   -1.9999999999926865
-1.9357494601780594       -0.0010090637660144727   -0.0020181275324265176   -3.3008575180443003E-12  -1.9999999999936624
-1.9368498058349852       0.06588539281127428      0.1317707856218374       -3.2039862955024306E-12  -1.999999999993474
-1.9378379000862898       0.1319564050969486       0.2639128101929091       -3.0644600897335986E-12  -1.999999999995036
-1.9381919703775463       0.1970078742545577       0.39401574850788856      -2.888800716887071E-12   -1.9999999999947748
-1.93694690542171         0.26120753260448737      0.5224150652075435       -2.6815206942645777E-12  -1.9999999999962557
-1.6017253187374902       0.9744323450601614       1.9488646901199023       -6.342345538772229E-15   -2.0000000000149987
-1.5765164270632237       0.9743173150946175       1.948634630188801        -5.859195903704783E-15   -2.0000000000151696
-1.126996425778359        -1                       -2                       6.798669105424552E-32    -2.0000000000413842
-1.6407373076524383       0.9577268235023316       1.9154536470040218       -1.8582569744429523E-14  -2.0000000000129927
-1.1010893084513707       -1                       -2                       -3.3801048237534693E-32  -2.000000000041382
-1.6182666410437792       0.9580458546672809       1.916091709333906        -1.717269784978502E-14   -2.0000000000136735
-1.7849707464541036       0.8485641453642373       1.6971282907269862       -2.4387460601478504E-13  -2.000000000006408
-1.7646894189220532       0.8664582152624453       1.732916430523483        -1.9174811102605632E-13  -2.0000000000073146
-1.652803364067765        0.9321236318847466       1.8642472637685283       -4.602486268621534E-14   -2.00000000001259
-1.678792044472519        0.9320461868474063       1.8640923736938817       -4.9274611463434954E-14  -2.0000000000125406
-1.7421715817248595       0.8819829116814237       1.7639658233615165       -1.4978622965447087E-13  -2.0000000000093037
-1.7188647067808864       0.9049612916275197       1.8099225832538752       -9.728812218709868E-14   -2.000000000010412
-1.6911218377059634       0.9088655580610376       1.817731116120903        -8.64533882838089E-14    -2.0000000000110667
-1.5507086281613947       0.9738595991858447       1.9477191983712372       -5.43858442661753E-15    -2.0000000000157905
-1.5136271748143237       0.9870096337695872       1.9740192675389363       -1.1136636904338145E-15  -2.0000000000172173
-1.5279200698204842       0.9738571479777771       1.9477142959550935       -4.837840115003763E-15   -2.000000000015818
-1.4876673645121263       0.9940923469283767       1.9881846938566414       -2.227691292765863E-16   -2.0000000000184075
-1.4876673645121263       0.9870031632424286       1.9740063264846155       -9.208505700894454E-16   -2.0000000000173865
-1.461707554209929        0.9940959443537538       1.9881918887073946       -1.4744108505015197E-16  -2.000000000018585
-1.8086713325527835       -0.49132939778158674     -0.9826587955605135      -2.3309754631314333E-12  -1.9999999999944247
-1.7848526820633732       -0.5923245538924479      -1.184649107781797       -1.8188232606522907E-12  -1.9999999999963474
-1.7969545538834377       -0.5379491210341658      -1.0758982420654353      -2.1033265920204557E-12  -1.9999999999969786
-1.6930657432720977       -0.8401279216460218      -1.6802558432893955      -4.4262105505640396E-13  -2.0000000000094786
-1.6630006449615322       -0.8543340501965626      -1.708668100390509       -3.763979189560246E-13   -2.0000000000111937
-1.6358636061146932       -0.8777522327765348      -1.755504465550657       -2.7545395139890435E-13  -2.0000000000163265
-1.5523600596413236       -0.9344335686130937      -1.8688671372245378      -8.642568860268566E-14   -2.0000000000233213
-1.596236355234057        -0.9078968290892948      -1.8157936581765342      -1.6413105643321064E-13  -2.0000000000193383
-1.6098631330898907       -0.8856119334764297      -1.771223866950472       -2.43946318546147E-13    -2.0000000000168052
-1.566825039453682        -0.9093888464868711      -1.8187776929716206      -1.563529720636614E-13   -2.0000000000196536
-1.7055845026591998       -0.7962813872557447      -1.592562774508484       -6.638244936554129E-13   -2.0000000000094786
-1.7202736774119234       -0.7485364954733288      -1.4970729909434195      -9.25450615039831E-13    -2.0000000000036464
-1.739633272342777        -0.6990927806003351      -1.3981855611973508      -1.2074835077157764E-12  -2.0000000000011733
-1.756842916880125        -0.6491296040337166      -1.2982592080641406      -1.4943947580604077E-12  -2.0000000000011733
-1.5275517430088823       -0.933267030769801       -1.866534061537865       -8.780369974610511E-14   -2.000000000023734
-1.5040207948908413       -0.935510909232297       -1.8710218184628524      -8.097129929247984E-14   -2.0000000000242366
-1.4616088146776527       -0.9557135673055736      -1.9114271346098297      -3.886973349205308E-14   -2.0000000000260014
-1.4370106636574105       -0.9570427225408701      -1.914085445080419       -3.491467641220811E-14   -2.0000000000260014
-1.4127971038601472       -0.9566321445613765      -1.913264289121385       -3.419650474727894E-14   -2.000000000026515
-1.476534428344418        -0.9348595811317388      -1.86971916226166        -8.047805284139729E-14   -2.0000000000254676
-1.3083462470672758       -0.9941778291660933      -1.9883556583319648      -5.637407879946119E-16   -2.0000000000369442
-1.2824391297402875       -0.9941609325765404      -1.9883218651528536      -5.387213527564642E-16   -2.000000000037629
-1.2565320124132997       -0.9941541006044651      -1.988308201208699       -4.4299247946992237E-16  -2.000000000038197
-1.3698867541667583       -0.9753632459391369      -1.9507264918774248      -1.0865315276388083E-14  -2.0000000000308984
-1.3837876956715365       -0.9574015943644877      -1.9148031887275885      -3.162110101621677E-14   -2.0000000000276676
-1.3578683130011382       1                        2                        5.577404658883769E-31    -2.0000000000193268
-1.334253364394264        -0.9872264243083182      -1.974452848616168       -2.8419378052626372E-15  -2.000000000034098
-1.3319085026989401       1                        2                        -3.768604408772902E-30   -2.0000000000190856
-1.3503149204934464       -0.975579598366974       -1.95115919673309        -9.955483524047696E-15   -2.0000000000312146
-1.3083462470672758       -0.9871912241654053      -1.9743824483303305      -2.5442557978862192E-15  -2.000000000035078
-1.2306248950863115       -0.9941581253922862      -1.9883162507843375      -4.1401507948850665E-16  -2.0000000000386997
-1.2047177777593232       -0.9941656468525861      -1.9883312937049349      -3.6000124214867484E-16  -2.0000000000391873
-1.178810660432335        -0.9941713199329855      -1.9883426398657311      -2.6176366776504643E-16  -2.0000000000395026
-1.8058502018736489       0.8292950001844963       1.6585900003674363       -3.055260693518048E-13   -2.0000000000056706
-1.8382162592906701       0.8098959561346383       1.6197919122677094       -3.7503098599381344E-13  -2.0000000000056706
-1.8628953082537951       0.7774111347102282       1.5548222694188156       -4.949377857058108E-13   -2.000000000004747
-1.9463798823937382       0.6736300742131576       1.3472601484246867       -9.250530693504636E-13   -2.000000000002447
-1.9128826152907639       0.7098484477718859       1.4196968955420874       -7.702572906584925E-13   -2.000000000002447
-1.8864588197632781       0.7426559127631092       1.4853118255245294       -6.326401934296623E-13   -2.000000000003021
-1.9325306367377717       0.6262792706499217       1.2525585412980702       -1.1375318801307662E-12  -2.0000000000017017
-1.9594018634660708       0.5697882416557687       1.1395764833098305       -1.3932864724313023E-12  -2.000000000000887
-1.942187282462553        0.5024269345321569       1.0048538690625184       -1.7019055688385277E-12  -1.9999999999999536
-1.9093848088714869       0.5838420505841492       1.1676841011663754       -1.3258335526067242E-12  -2.0000000000003886
-1.9482717446972126       0.4020469236719052       0.8040938473421251       -2.1423949723368045E-12  -1.9999999999979894
-1.9146243506003886       0.44552274455664703      0.8910454891114133       -1.9448343616423454E-12  -1.9999999999979894
-1.926979840001909        0.3334925617000194       0.6669851233983883       -2.4134626872782E-12     -1.9999999999962557
-1.8602884288619124       -0.35882148813110565     -0.7176429762604439      -2.8810293860603305E-12  -1.9999999999925355
-1.8729323085937915       -0.3060977142425283      -0.6121954284836385      -3.043789884235111E-12   -1.9999999999914055
-1.8144975024085812       -0.43980776714186176     -0.8796155342813381      -2.550131504973134E-12   -1.9999999999945908
-1.8107514944291          -0.3864847456426487      -0.7729694912832075      -2.7304050862592164E-12  -1.9999999999931097
-1.876464745613486        -0.24024184429909037     -0.4804836885971815      -3.1824122599374527E-12  -1.9999999999927554
-1.0751821911243824       -1                       -2                       1.0846438233676637E-31   -2.000000000041098
-1.0492750737973946       -1                       -2                       -2.0473461689479714E-30  -2.0000000000405294
-1.8777113949668347       -0.1718800227703668      -0.3437600455401699      -3.264589030127121E-12   -1.9999999999936426
-1.878606429513212        -0.10369127563628647     -0.20738255127243513     -3.288100979663647E-12   -1.9999999999926865
-1.8791120966763817       -0.03529640137882461     -0.07059280275791824     -3.2569878293991236E-12  -1.9999999999926865
-1.8806026281709896       0.03159824827188806      0.06319649654313904      -3.180799078469009E-12   -1.999999999993474
-1.882033037076175        0.09780212637029218      0.19560425273961796      -3.063263661992118E-12   -1.999999999993474
-1.0233679564704063       -1                       -2                       6.490891304023089E-31    -2.0000000000398472
-0.9974608391434181       -1                       -2                       7.991322647660652E-31    -2.000000000038824
